;hash_id;name;price;latitude;longitude;category_main_cb;category_type_cb;category_sub_cb;type_of_flat;size_m
13655;1368462668;Pronájem bytu 2+1 80 m²;12000;49.76197864018799;18.446414359812007;1;2;5;-;-
13656;2710639948;Pronájem bytu 2+1 87 m²;12000;49.76967264018799;18.437142359812007;1;2;5;-;-
13657;4052817228;Prodej bytu 1+1 59 m²;2317000;50.567821640187994;15.906631359812007;1;1;3;1+1;59.0
13658;3599832396;Prodej bytu 3+1 100 m²;2111000;50.62006464018799;13.860407359812006;1;1;7;3+1;100.0
13659;415155532;Pronájem bytu 2+kk 62 m²;9000;50.766037640187996;14.641983359812007;1;2;4;-;-
13660;2542867788;Pronájem bytu 4+kk 123 m² (Podkrovní);23000;49.668209640187996;14.008361359812007;1;2;8;-;-
13661;881923404;Prodej bytu 1+kk 33 m²;0;49.70327464018799;18.069797359812007;1;1;2;1+kk;33.0
13662;2760971596;Pronájem bytu 3+kk 97 m²;36000;50.097275640187995;14.571198359812007;1;2;6;-;-
13663;919586124;Prodej bytu 2+kk 67 m²;7141000;49.167793640187995;16.603049359812008;1;1;4;2+kk;67.0
13664;193008972;Pronájem bytu 4+1 239 m² (Mezonet);84000;50.07358564018799;14.432264359812006;1;2;9;-;-
13665;2877363532;Pronájem bytu 1+kk 32 m²;14000;49.17718964018799;16.615703359812006;1;2;2;-;-
13666;1753290060;Pronájem bytu 3+1 126 m²;11000;49.781704640187996;18.532521359812005;1;2;7;-;-
13667;3095467340;Prodej bytu 3+1 93 m²;2913000;50.477180640187996;13.663873359812007;1;1;7;3+1;93.0
13668;3632338252;Pronájem bytu 4+1 225 m²;40000;49.57707264018799;17.264205359812006;1;2;9;-;-
13669;243340620;Prodej bytu 3+kk 453 m²;16178000;49.829407640187995;18.304055359812008;1;1;6;3+kk;453.0
13670;3464566092;Pronájem bytu 2+1 80 m²;18000;49.831886640187996;18.179685359812005;1;2;5;-;-
13671;528553292;Prodej bytu 2+1 78 m²;2681000;49.768272640187995;18.270661359812006;1;1;5;2+1;78.0
13672;3212907852;Pronájem bytu 3+kk 94 m²;29000;50.211178640187995;12.890440359812006;1;2;6;-;-
13673;2407601484;Prodej bytu 3+kk 126 m²;16397000;50.12629764018799;14.533408359812007;1;1;6;3+kk;126.0
13674;3904361548;Prodej bytu 1+kk 30 m²;5289000;49.17981764018799;16.632066359812008;1;1;2;1+kk;30.0
13675;2715731276;Prodej bytu 2+kk 78 m²;6933000;48.963787640187995;16.519996359812005;1;1;4;2+kk;78.0
13676;1596921676;Prodej bytu 1+kk 37 m²;0;49.184799640188;16.638684359812007;1;1;2;1+kk;37.0
13677;2088834380;Pronájem bytu 1+1 67 m²;16000;48.755287640187994;16.908586359812006;1;2;3;-;-
13678;1568740684;Pronájem bytu 2+kk 81 m²;29000;50.041771640187996;14.461384359812007;1;2;4;-;-
13679;4253095244;Prodej bytu 3+1 116 m² (Mezonet);8001000;49.35091864018799;16.667386359812006;1;1;7;3+1;116.0
13680;310449484;Prodej bytu 3+kk 137 m²;0;50.107288640187996;14.484676359812006;1;1;6;3+kk;137.0
13681;2994804044;Pronájem bytu 3+1 112 m²;16000;50.767101640187995;14.154230359812006;1;2;7;-;-
13682;3531674956;Pronájem bytu 2+1 75 m²;34000;50.06287464018799;14.441165359812006;1;2;5;-;-
13683;508761420;Prodej bytu 3+kk 132 m²;11645000;50.096802640187995;14.699700359812006;1;1;6;3+kk;132.0
13684;595662156;Pronájem bytu 1+1 51 m²;21000;50.056042640188;14.517542359812007;1;2;3;-;-
13685;1937839436;Pronájem bytu 3+1 148 m²;24000;50.62285264018799;13.813744359812006;1;2;7;-;-
13686;2975667532;Prodej bytu 2+kk 77 m²;9909000;50.088821640187994;14.467800359812006;1;1;4;2+kk;77.0
13687;4232680780;Prodej bytu 2+1 83 m²;3337000;49.95689064018799;16.982457359812006;1;1;5;2+1;83.0
13688;1971393868;Prodej bytu 3+1 107 m²;8672000;50.03121664018799;14.504487359812007;1;1;7;3+1;107.0
13689;984683852;Prodej bytu 2+kk 72 m²;7550000;49.15680764018799;16.704476359812006;1;1;4;2+kk;72.0
13690;1521554764;Prodej bytu 3+kk 131 m²;16747000;50.138805640188;14.549170359812006;1;1;6;3+kk;131.0
13691;3871720780;Pronájem bytu 2+1 80 m²;17000;49.94102164018799;14.067331359812007;1;2;5;-;-
13692;3326612812;Prodej bytu 2+kk 83 m²;6107000;49.029579640188;16.31705435981201;1;1;4;2+kk;83.0
13693;967906636;Prodej bytu 3+kk 107 m²;5815000;49.03025464018799;15.830690359812007;1;1;6;3+kk;107.0
13694;2552554828;Prodej bytu 2+1 74 m²;2608000;49.76801764018799;18.280736359812007;1;1;5;2+1;74.0
13695;2502149452;Pronájem bytu 2+kk 80 m²;17000;49.81243564018799;18.193303359812006;1;2;4;-;-
